differential_link_id,source_disease_id,competing_disease_id,presentation_id,similarity_reason,distinguishing_features,cannot_miss,relative_priority,age_context,rotation_context,exam_context,source_review_status,medical_review_status,notes,commonness,pregnancy_context,clinical_setting,findings_favoring_target,findings_favoring_competitor,key_negative_findings,next_test_to_distinguish,step_levels,subject_exams,source_status
DFL-0051-1,DIS-E-0051,DIS-E-0053,PRS-011,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0051-2,DIS-E-0051,DIS-E-0054,PRS-011,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0052-0,DIS-E-0052,DIS-E-0053,PRS-012,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0052-1,DIS-E-0052,DIS-E-0054,PRS-012,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0052-2,DIS-E-0052,DIS-E-0055,PRS-012,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0053-0,DIS-E-0053,DIS-E-0054,PRS-013,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0053-1,DIS-E-0053,DIS-E-0055,PRS-013,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0054-0,DIS-E-0054,DIS-E-0055,PRS-014,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0054-2,DIS-E-0054,DIS-E-0057,PRS-014,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0055-1,DIS-E-0055,DIS-E-0057,PRS-015,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0055-2,DIS-E-0055,DIS-N-0058,PRS-015,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0057-0,DIS-E-0057,DIS-N-0058,PRS-017,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0057-1,DIS-E-0057,DIS-N-0059,PRS-017,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0057-2,DIS-E-0057,DIS-N-0060,PRS-017,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0070-0,DIS-ID-0070,DIS-ID-0071,PRS-030,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0070-1,DIS-ID-0070,DIS-ID-0072,PRS-030,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0070-2,DIS-ID-0070,DIS-ID-0073,PRS-030,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0071-0,DIS-ID-0071,DIS-ID-0072,PRS-031,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0071-1,DIS-ID-0071,DIS-ID-0073,PRS-031,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0071-2,DIS-ID-0071,DIS-ID-0074,PRS-031,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0072-0,DIS-ID-0072,DIS-ID-0073,PRS-032,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0072-1,DIS-ID-0072,DIS-ID-0074,PRS-032,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0072-2,DIS-ID-0072,DIS-ID-0075,PRS-032,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0073-0,DIS-ID-0073,DIS-ID-0074,PRS-033,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0073-1,DIS-ID-0073,DIS-ID-0075,PRS-033,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0073-2,DIS-ID-0073,DIS-ID-0076,PRS-033,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0074-0,DIS-ID-0074,DIS-ID-0075,PRS-034,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0074-1,DIS-ID-0074,DIS-ID-0076,PRS-034,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0074-2,DIS-ID-0074,DIS-ID-0077,PRS-034,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0075-0,DIS-ID-0075,DIS-ID-0076,PRS-035,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0075-1,DIS-ID-0075,DIS-ID-0077,PRS-035,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0075-2,DIS-ID-0075,DIS-ID-0078,PRS-035,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0076-0,DIS-ID-0076,DIS-ID-0077,PRS-036,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0076-1,DIS-ID-0076,DIS-ID-0078,PRS-036,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0076-2,DIS-ID-0076,DIS-ID-0079,PRS-036,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0077-0,DIS-ID-0077,DIS-ID-0078,PRS-037,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0077-1,DIS-ID-0077,DIS-ID-0079,PRS-037,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0077-2,DIS-ID-0077,DIS-HO-0080,PRS-037,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0078-0,DIS-ID-0078,DIS-ID-0079,PRS-038,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0078-1,DIS-ID-0078,DIS-HO-0080,PRS-038,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0078-2,DIS-ID-0078,DIS-HO-0081,PRS-038,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0079-0,DIS-ID-0079,DIS-HO-0080,PRS-039,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0079-1,DIS-ID-0079,DIS-HO-0081,PRS-039,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0079-2,DIS-ID-0079,DIS-HO-0082,PRS-039,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0080-0,DIS-HO-0080,DIS-HO-0081,PRS-040,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0080-1,DIS-HO-0080,DIS-HO-0082,PRS-040,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0080-2,DIS-HO-0080,DIS-HO-0083,PRS-040,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0081-0,DIS-HO-0081,DIS-HO-0082,PRS-001,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0081-1,DIS-HO-0081,DIS-HO-0083,PRS-001,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0081-2,DIS-HO-0081,DIS-HO-0084,PRS-001,Draft comparison pending review.,Draft comparison pending review.,false,3,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0082-0,DIS-HO-0082,DIS-HO-0083,PRS-002,Draft comparison pending review.,Draft comparison pending review.,true,1,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DFL-0082-1,DIS-HO-0082,DIS-HO-0084,PRS-002,Draft comparison pending review.,Draft comparison pending review.,false,2,all,review_required,all,draft_ai_generated,draft_ai_generated,,variable,consider when relevant,"outpatient, emergency, or inpatient according to acuity",Use the existing distinguishing features with timing and localization.,Use the competing pattern and key negative findings.,Absence of expected features modifies but does not alone exclude probability.,Select the linked initial or confirmatory diagnostic pathway.,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
