finding_localization_id,finding_id,localization_id,laterality,motor_findings,sensory_findings,reflex_findings,cranial_nerve_findings,cortical_signs,clinical_meaning,source_status,ipsilateral_effects,contralateral_effects,face_body_pattern,motor_pattern,sensory_pattern,reflex_pattern,cranial_nerve_pattern,visual_field_pattern,autonomic_pattern,bowel_bladder_pattern,distinguishing_features,commonly_tested
FLOC-NEUR-44E7DB9AD0E5,FND-NEUR-DAWSONFINGERS,LOC-NEUR-MIDBRAIN,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Midbrain in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Midbrain lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Midbrain.,Sensory pattern is interpreted in relation to Midbrain.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Dawson fingers is linked to Midbrain only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-8DC4B8F18F87,FND-NEUR-DAWSONFINGERS,LOC-NEUR-9C7B467FD4F4,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Broca region in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Broca region lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Broca region.,Sensory pattern is interpreted in relation to Broca region.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Dawson fingers is linked to Broca region only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-5E994561A230,FND-NEUR-CB86DF06E6AD,LOC-NEUR-PONS,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Pons in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Pons lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Pons.,Sensory pattern is interpreted in relation to Pons.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Developmental regression is linked to Pons only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-95D6437AC259,FND-NEUR-CB86DF06E6AD,LOC-NEUR-7D3D334BEC07,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve V in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve V lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve V.,Sensory pattern is interpreted in relation to Cranial nerve V.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Developmental regression is linked to Cranial nerve V only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-C75018EDBF64,FND-NEUR-DIFFUSIONRESTRICTION,LOC-NEUR-MEDULLA,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Medulla in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Medulla lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Medulla.,Sensory pattern is interpreted in relation to Medulla.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Diffusion restriction is linked to Medulla only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-E7831CE9CF9D,FND-NEUR-DIFFUSIONRESTRICTION,LOC-NEUR-8BF85041A8DD,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve XII in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve XII lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve XII.,Sensory pattern is interpreted in relation to Cranial nerve XII.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Diffusion restriction is linked to Cranial nerve XII only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-3E669B3F2C4D,FND-NEUR-DURALTAIL,LOC-NEUR-B96FC3A654E9,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Medial brainstem in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Medial brainstem lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Medial brainstem.,Sensory pattern is interpreted in relation to Medial brainstem.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Dural tail is linked to Medial brainstem only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-F57BFA38E83B,FND-NEUR-DURALTAIL,LOC-NEUR-TEMPORALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Temporal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Temporal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Temporal lobe.,Sensory pattern is interpreted in relation to Temporal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Dural tail is linked to Temporal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-04C10CF0AAFD,FND-NEUR-ELEVATEDOPENINGPRESS,LOC-NEUR-6A49A2418699,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Lateral brainstem in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Lateral brainstem lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Lateral brainstem.,Sensory pattern is interpreted in relation to Lateral brainstem.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Elevated opening pressure is linked to Lateral brainstem only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-43F771329C21,FND-NEUR-ELEVATEDOPENINGPRESS,LOC-NEUR-FFE315001EB7,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Hypothalamus in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Hypothalamus lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Hypothalamus.,Sensory pattern is interpreted in relation to Hypothalamus.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Elevated opening pressure is linked to Hypothalamus only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-8EA808CC5C89,FND-NEUR-FACIALWEAKNESS,LOC-NEUR-CORTICOSPINALTRACT,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Corticospinal tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Corticospinal tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Corticospinal tract.,Sensory pattern is interpreted in relation to Corticospinal tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Facial weakness is linked to Corticospinal tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-541B30AE51B8,FND-NEUR-FACIALWEAKNESS,LOC-NEUR-FRONTALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Frontal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Frontal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Frontal lobe.,Sensory pattern is interpreted in relation to Frontal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Facial weakness is linked to Frontal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-79C9174F43BE,FND-NEUR-FASCICULATIONS,LOC-NEUR-NEUROMUSCULARJUNCTIO,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Neuromuscular junction in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Neuromuscular junction lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Neuromuscular junction.,Sensory pattern is interpreted in relation to Neuromuscular junction.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fasciculations is linked to Neuromuscular junction only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-F8BE662550D9,FND-NEUR-FASCICULATIONS,LOC-NEUR-PERIPHERALNERVE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Peripheral nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Peripheral nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Peripheral nerve.,Sensory pattern is interpreted in relation to Peripheral nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fasciculations is linked to Peripheral nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-030051190824,FND-NEUR-FATIGABLEPTOSIS,LOC-NEUR-NEUROMUSCULARJUNCTIO,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Neuromuscular junction in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Neuromuscular junction lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Neuromuscular junction.,Sensory pattern is interpreted in relation to Neuromuscular junction.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fatigable ptosis is linked to Neuromuscular junction only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-D3BFA1BB2FB4,FND-NEUR-FATIGABLEPTOSIS,LOC-NEUR-PERIPHERALNERVE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Peripheral nerve in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Peripheral nerve lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Peripheral nerve.,Sensory pattern is interpreted in relation to Peripheral nerve.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fatigable ptosis is linked to Peripheral nerve only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-0E61A0157EC9,FND-NEUR-9F0545F48A27,LOC-NEUR-B31D9122CD4D,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Flocculonodular lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Flocculonodular lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Flocculonodular lobe.,Sensory pattern is interpreted in relation to Flocculonodular lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fluctuating attention is linked to Flocculonodular lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-1428FACA5D4C,FND-NEUR-9F0545F48A27,LOC-NEUR-E69BAF054E79,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Optic tract in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Optic tract lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Optic tract.,Sensory pattern is interpreted in relation to Optic tract.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fluctuating attention is linked to Optic tract only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-37D7DB450340,FND-NEUR-A951325F62E7,LOC-NEUR-0DC9B1DCD68A,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cerebellar peduncles in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cerebellar peduncles lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cerebellar peduncles.,Sensory pattern is interpreted in relation to Cerebellar peduncles.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Focal neurologic deficit is linked to Cerebellar peduncles only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-EF9316BF603A,FND-NEUR-A951325F62E7,LOC-NEUR-8C784684C3A7,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cranial nerve II in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cranial nerve II lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cranial nerve II.,Sensory pattern is interpreted in relation to Cranial nerve II.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Focal neurologic deficit is linked to Cranial nerve II only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-770688CB000B,FND-NEUR-7159A243A2EA,LOC-NEUR-TEMPORALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Temporal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Temporal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Temporal lobe.,Sensory pattern is interpreted in relation to Temporal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Focal seizure is linked to Temporal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-9EBE07513965,FND-NEUR-7159A243A2EA,LOC-NEUR-783678A5C969,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Cerebral cortex in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Cerebral cortex lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Cerebral cortex.,Sensory pattern is interpreted in relation to Cerebral cortex.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Focal seizure is linked to Cerebral cortex only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-A9F621017A7E,FND-NEUR-FRIEDEGGCELLS,LOC-NEUR-53C24D7CC2BE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Thoracic cord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Thoracic cord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Thoracic cord.,Sensory pattern is interpreted in relation to Thoracic cord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fried-egg cells is linked to Thoracic cord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-EC7B7C42AD40,FND-NEUR-FRIEDEGGCELLS,LOC-NEUR-PARIETALLOBE,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Parietal lobe in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Parietal lobe lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Parietal lobe.,Sensory pattern is interpreted in relation to Parietal lobe.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Fried-egg cells is linked to Parietal lobe only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-FC51B4742CC3,FND-NEUR-GOWERSSIGN,LOC-NEUR-63F7DF148700,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Lumbar cord in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Lumbar cord lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Lumbar cord.,Sensory pattern is interpreted in relation to Lumbar cord.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Gowers sign is linked to Lumbar cord only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-72490ED8E6A7,FND-NEUR-GOWERSSIGN,LOC-NEUR-BASALGANGLIA,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Basal ganglia in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Basal ganglia lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Basal ganglia.,Sensory pattern is interpreted in relation to Basal ganglia.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Gowers sign is linked to Basal ganglia only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-56D6E880E26D,FND-NEUR-HYPERDENSEMCASIGN,LOC-NEUR-1B7AF500D64A,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Conus medullaris in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Conus medullaris lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Conus medullaris.,Sensory pattern is interpreted in relation to Conus medullaris.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hyperdense MCA sign is linked to Conus medullaris only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-B45B02BDD384,FND-NEUR-HYPERDENSEMCASIGN,LOC-NEUR-B96FC3A654E9,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Medial brainstem in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Medial brainstem lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Medial brainstem.,Sensory pattern is interpreted in relation to Medial brainstem.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hyperdense MCA sign is linked to Medial brainstem only as a clinically interpretable lesion-localization clue.,true
FLOC-NEUR-289B51177FB9,FND-NEUR-HYPERREFLEXIA,LOC-NEUR-DORSALCOLUMNS,"ipsilateral, contralateral, or midline according to the lesion",,,,,"Language, neglect, gaze, or visual-field signs suggest cortical involvement.",Supports localization to Dorsal columns in the appropriate neurologic syndrome.,partially_source_supported,Ipsilateral effects depend on the Dorsal columns lesion pattern.,Contralateral motor or sensory effects occur when the relevant long tract decussates.,Use face-body dissociation and crossed findings to localize brainstem versus cortical lesions.,Motor pattern is interpreted in relation to Dorsal columns.,Sensory pattern is interpreted in relation to Dorsal columns.,Upper versus lower motor neuron reflex pattern is discriminating when applicable.,Cranial-nerve involvement is sought for brainstem and cranial-nerve localizations.,Visual-field pattern is documented when visual pathways are involved.,"Autonomic signs refine brainstem, cord, and peripheral localization.","Bowel or bladder findings increase concern for cord, conus, or cauda localization.",Hyperreflexia is linked to Dorsal columns only as a clinically interpretable lesion-localization clue.,true
