disease_presentation_id,disease_id,presentation_id,source_review_status,medical_review_status,relationship_role,typicality,frequency_category,acuity,age_context,pregnancy_context,clinical_setting,key_positive_clues,key_negative_clues,cannot_miss,step_levels,subject_exams,source_status
DPR-NEUR-BF769AEA8DE9,DIS-NEUR-163,PRS-008,source_checked,needs_medical_review,common,typical,common,high,condition-specific,consider only when clinically relevant,urgent evaluation when an immunocompromised patient has focal neurologic symptoms or possible intracranial mass effect,Subacute focal neurologic deficit in an appropriately immunocompromised host supports cerebral toxoplasmosis. Headache seizure altered mental status or fever can accompany it but are not required.,No single symptom confirms cerebral toxoplasmosis; absent associated symptoms do not exclude it.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DPR-MSK-003,DIS-MSK-PROXIMALHUMERUSFRACT,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-004,DIS-MSK-HUMERALSHAFTFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-005,DIS-MSK-SUPRACONDYLARHUMERUS,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-006,DIS-MSK-LATERALCONDYLEFRACTU,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-007,DIS-MSK-MEDIALEPICONDYLEFRAC,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-008,DIS-MSK-RADIALHEADFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-009,DIS-MSK-OLECRANONFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-010,DIS-MSK-MONTEGGIAFRACTUREDIS,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-011,DIS-MSK-GALEAZZIFRACTUREDISL,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-012,DIS-MSK-BOTHBONEFOREARMFRACT,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-013,DIS-MSK-COLLESFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-014,DIS-MSK-SMITHFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-015,DIS-MSK-BARTONFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-016,DIS-MSK-CHAUFFEURFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-017,DIS-MSK-SCAPHOIDFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-018,DIS-MSK-LUNATEFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-019,DIS-MSK-HOOKOFHAMATEFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-020,DIS-MSK-BOXERFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-021,DIS-MSK-BENNETTFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-022,DIS-MSK-ROLANDOFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-023,DIS-MSK-PHALANGEALFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-024,DIS-MSK-FEMORALNECKFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-025,DIS-MSK-INTERTROCHANTERICFRA,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-026,DIS-MSK-SUBTROCHANTERICFRACT,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-027,DIS-MSK-FEMORALSHAFTFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-028,DIS-MSK-PATELLARFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-029,DIS-MSK-TIBIALPLATEAUFRACTUR,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-030,DIS-MSK-TIBIALSHAFTFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-031,DIS-MSK-TIBIALSTRESSFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-032,DIS-MSK-MAISONNEUVEFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-033,DIS-MSK-PILONFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-034,DIS-MSK-BIMALLEOLARFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-035,DIS-MSK-TRIMALLEOLARFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-036,DIS-MSK-JONESFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-037,DIS-MSK-LISFRANCINJURY,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-038,DIS-MSK-CALCANEALFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-039,DIS-MSK-TALARNECKFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-040,DIS-MSK-TODDLERFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-041,DIS-MSK-JEFFERSONFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-042,DIS-MSK-HANGMANFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-043,DIS-MSK-ODONTOIDFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-044,DIS-MSK-BURSTFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-045,DIS-MSK-CHANCEFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-046,DIS-MSK-PELVICRINGFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-047,DIS-MSK-OPENBOOKPELVICFRACTU,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-048,DIS-MSK-ACETABULARFRACTURE,PRS-MSK-002,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-049,DIS-MSK-ANTERIORSHOULDERDISL,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-050,DIS-MSK-POSTERIORSHOULDERDIS,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-051,DIS-MSK-ACROMIOCLAVICULARSEP,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-052,DIS-MSK-STERNOCLAVICULARDISL,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-053,DIS-MSK-NURSEMAIDELBOW,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-054,DIS-MSK-ELBOWDISLOCATION,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-055,DIS-MSK-PERILUNATEDISLOCATIO,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-056,DIS-MSK-LUNATEDISLOCATION,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-057,DIS-MSK-POSTERIORHIPDISLOCAT,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-058,DIS-MSK-DEVELOPMENTALDYSPLAS,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-059,DIS-MSK-PATELLARDISLOCATION,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-060,DIS-MSK-KNEEDISLOCATION,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-061,DIS-MSK-ANKLEDISLOCATION,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-062,DIS-MSK-TEMPOROMANDIBULARJOI,PRS-MSK-003,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-063,DIS-MSK-ROTATORCUFFTENDINOPA,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-064,DIS-MSK-ROTATORCUFFTEAR,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-065,DIS-MSK-SLAPLESION,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-066,DIS-MSK-SHOULDERIMPINGEMENT,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-067,DIS-MSK-ADHESIVECAPSULITIS,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DPR-MSK-068,DIS-MSK-PECTORALISMAJORRUPTU,PRS-MSK-023,source_checked,needs_medical_review,common,typical,common,variable,all ages as clinically relevant,not specific,"outpatient, emergency, or inpatient according to acuity",Use the linked disease illness script and localizing findings.,Interpret key absent findings in clinical context.,false,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
