disease_treatment_id,disease_id,treatment_id,role,clinical_context,sequence_order,first_line,definitive,rescue_or_escalation,unstable_patient_only,contraindication_notes,board_exam_pearl,source_review_status,medical_review_status,notes,patient_stability,rescue,refractory,contraindicated,avoid,age_context,pregnancy_context,renal_context,hepatic_context,prerequisite_actions,monitoring,step_levels,subject_exams,source_status
DTR-NEUR-290D23F11101,DIS-NEUR-163,TRT-NEUR-703266E6D90D,disease_directed,Pathogen-directed anti-Toxoplasma therapy is indicated for suspected or confirmed cerebral toxoplasmosis in the appropriate clinical setting and should not await biopsy or organism confirmation when clinical suspicion is sufficient.,1,true,false,false,false,Regimen selection requires review of allergy cytopenia risk organ function pregnancy and medication availability.,Clinical response supports reassessment but does not by itself prove the diagnosis.,source_checked,needs_medical_review,Assess clinical and radiologic response; lack of expected improvement should prompt reconsideration of competing diagnoses and possible further evaluation.,Stabilize seizures declining consciousness and mass-effect concern while initiating disease-directed management.,false,false,false,false,condition-specific,specialist regimen selection is required,adjust regimen for renal function,review hepatic function and drug interactions,Obtain urgent neuroimaging and assess safety before invasive diagnostic procedures when mass effect is possible.,Monitor symptoms neurologic examination blood counts organ function and radiologic response; maintenance and immune-status management are individualized.,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,partially_source_supported
DTR-REN-084,DIS-REN-HYDRONEPHROSIS,TRT-036,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-085,DIS-REN-POSTOBSTRUCTIVEDIURE,TRT-043,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-086,DIS-REN-ACUTEUNCOMPLICATEDCY,TRT-050,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-087,DIS-REN-COMPLICATEDURINARYTR,TRT-057,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-088,DIS-REN-ACUTEPYELONEPHRITIS,TRT-064,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-089,DIS-REN-EMPHYSEMATOUSPYELONE,TRT-071,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-090,DIS-REN-RENALABSCESS,TRT-078,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-091,DIS-REN-ASYMPTOMATICBACTERIU,TRT-006,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-092,DIS-REN-CATHETERASSOCIATEDUR,TRT-013,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-093,DIS-REN-UTIINPREGNANCY,TRT-020,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-094,DIS-REN-PEDIATRICUTI,TRT-027,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-095,DIS-REN-VESICOURETERALREFLUX,TRT-034,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-096,DIS-REN-MICROSCOPICHEMATURIA,TRT-041,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-097,DIS-REN-GROSSHEMATURIA,TRT-048,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-098,DIS-REN-GLOMERULARHEMATURIA,TRT-055,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-099,DIS-REN-NONGLOMERULARHEMATUR,TRT-062,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-100,DIS-REN-MYOGLOBINURIA,TRT-069,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-101,DIS-REN-ALBUMINURIA,TRT-076,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-102,DIS-REN-RENALARTERYSTENOSIS,TRT-004,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-103,DIS-REN-ATHEROEMBOLICRENALDI,TRT-011,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-104,DIS-REN-FIBROMUSCULARDYSPLAS,TRT-018,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-105,DIS-REN-RENALVEINTHROMBOSIS,TRT-025,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-106,DIS-REN-HEMOLYTICUREMICSYNDR,TRT-032,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-107,DIS-REN-SCLERODERMARENALCRIS,TRT-039,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-108,DIS-REN-POSTERIORURETHRALVAL,TRT-046,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-109,DIS-REN-HORSESHOEKIDNEY,TRT-053,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-110,DIS-REN-RENALAGENESIS,TRT-060,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-111,DIS-REN-POTTERSEQUENCE,TRT-067,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-112,DIS-REN-WILMSTUMOR,TRT-074,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-113,DIS-REN-RENALCELLCARCINOMA,TRT-002,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-114,DIS-REN-ANGIOMYOLIPOMA,TRT-009,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-115,DIS-REN-KIDNEYTRANSPLANTRECI,TRT-016,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
DTR-REN-116,DIS-REN-HYPERACUTEREJECTION,TRT-023,stabilization,"Stabilize dangerous electrolyte, acid-base, volume, sepsis, or obstruction physiology first; then direct therapy to mechanism with serial renal and urine monitoring.",1,true,false,false,false,"Avoid nephrotoxins, unsafe fluid or electrolyte correction, and treatment that delays relief of infected obstruction.","Separate immediate physiologic stabilization from definitive removal, decompression, immunologic treatment, or renal replacement therapy.",source_checked,needs_medical_review,,stable or unstable according to linked clinical context,false,false,false,false,all ages as clinically relevant,assess pregnancy context before selection,assess renal function where relevant,assess hepatic function where relevant,Stabilize immediate threats and establish diagnosis where appropriate.,"Reassess response, adverse effects, and disposition.",Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Family Medicine; Pediatrics; Neurology; Emergency Medicine,partially_source_supported
