algorithm_id,name,triggering_presentation_id,clinical_setting,age_context,pregnancy_context,objective,starting_node_id,emergency_status,version,source_review_status,medical_review_status,deprecated,notes,source_status,human_review_status,content_tier
ALG-REN-017,Suspected nephrolithiasis,PRS-REN-014,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-017-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-018,Infected urinary obstruction,PRS-REN-011,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-018-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-019,Dysuria,PRS-REN-027,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-019-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-020,Acute pyelonephritis,PRS-CARD-045,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-020-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-021,Acute urinary retention,PRS-016,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-021-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-022,Polyuria and polydipsia,PRS-REN-031,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-022-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-023,Dialysis indication assessment,PRS-REN-031,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-023-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-024,Dialysis-patient fever,PRS-006,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-024-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-025,Peritoneal-dialysis abdominal pain,PRS-001,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-025-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-026,Kidney-transplant creatinine elevation,PRS-022,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-026-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-027,Resistant hypertension,PRS-REN-030,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-027-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-028,Pediatric UTI,PRS-016,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-028-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-029,Pediatric renal mass,PRS-016,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-029-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-REN-030,Pregnancy with urinary symptoms,PRS-016,acute renal and genitourinary education,adult unless title specifies pediatric context,"consider pregnancy physiology, imaging, and medication restrictions when relevant","Teach stabilization, volume and medication review, urinalysis, imaging, decisions, treatment, reassessment, consultation, and disposition.",NODE-REN-030-01,high-acuity pathway,0.4.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-001,Acute traumatic limb pain,PRS-MSK-001,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-001-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-002,Suspected fracture,PRS-MSK-002,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-002-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-003,Open fracture,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-003-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-004,Suspected compartment syndrome,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-004-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-005,Joint dislocation,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-005-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-006,Knee dislocation,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-006-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-007,Pelvic fracture,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-007-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-008,Acute monoarthritis,PRS-MSK-008,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-008-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-009,Suspected septic arthritis,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-009-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-010,Polyarthritis,PRS-MSK-009,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-010-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-011,Acute low back pain,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-011-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-012,Back pain with red flags,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-012-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-013,Cauda equina syndrome,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-013-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-014,Pediatric limp,PRS-MSK-012,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-014-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-015,Pediatric hip pain,PRS-MSK-013,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-015-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-016,Suspected slipped capital femoral epiphysis,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-016-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-017,Shoulder pain,PRS-MSK-014,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-017-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-018,Knee injury,PRS-MSK-015,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-018-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-019,Ankle injury,PRS-MSK-016,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-019-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-020,Wrist injury,PRS-MSK-017,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-020-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-021,Suspected scaphoid fracture,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-021-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-022,Hand infection,PRS-MSK-018,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-022-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-023,Flexor tenosynovitis,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-023-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-024,Acute gout,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-024-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-025,Suspected inflammatory arthritis,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-025-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-026,Muscle weakness with elevated CK,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-026-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-027,Rhabdomyolysis,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-027-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-028,Bone pain or pathologic fracture,PRS-MSK-020,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-028-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-029,Suspected bone tumor,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-029-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-030,Soft-tissue mass,PRS-MSK-021,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-030-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-031,Osteoporosis evaluation,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-031-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-032,Suspected osteomyelitis,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-032-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-033,Postoperative joint pain,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-033-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
ALG-MSK-034,Neurovascular compromise after orthopedic injury,PRS-MSK-023,acute musculoskeletal and rheumatology education,adult unless title specifies pediatric context,consider pregnancy imaging and medication restrictions when relevant,"Teach stabilization, neurovascular examination, mechanism, imaging, laboratory and aspiration context, decision branches, consultation, and disposition.",NODE-MSK-034-01,high-acuity pathway,0.5.0,source_checked,needs_medical_review,false,Original educational graph,partially_source_supported,not_requested,index
