disease_id,canonical_name,concise_definition,organ_system_primary,board_exam_priority,time_course,severity_or_acuity,epidemiology_summary,risk_factors_summary,pathophysiology_summary,classic_presentation_summary,key_distinguishing_features,common_board_traps,emergency_red_flags,disposition_summary,prognosis_summary,last_reviewed_date,replacement_disease_id,source_review_status,medical_review_status,deprecated,notes,source_status,human_review_status,content_tier,step_levels,subject_exams,tested_as
DIS-NEUR-163,Cerebral toxoplasmosis,Opportunistic central nervous system infection caused by Toxoplasma gondii that produces intracranial lesions.,Neurology,1,Subacute,Urgent,Occurs predominantly with advanced cellular immunosuppression.,Advanced HIV infection or other severe cellular immunosuppression.,Reactivation of latent Toxoplasma gondii in brain tissue produces focal inflammatory lesions.,Subacute headache focal neurologic deficit seizure or altered mental status in an immunocompromised host.,Brain lesions require differentiation from primary CNS lymphoma and other opportunistic infections in the host context.,Ring enhancement is not specific to toxoplasmosis.,Declining consciousness seizures progressive focal deficit or concern for mass effect requires urgent evaluation.,Urgent neuroimaging and specialty-directed management are appropriate when suspected.,Outcome depends on immune status lesion burden and timely pathogen-directed therapy.,2026-08-01,,source_checked,needs_medical_review,false,Source-supported cerebral toxoplasmosis canonical record.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Infectious Disease; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment
DIS-C-0015,Pulmonary embolism,Draft educational illness-script placeholder pending human review.,Pulmonology,1,variable,variable,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Draft content pending review.,Review required.,Review required.,Review required.,,,draft_ai_generated,draft_ai_generated,false,; Source support varies by linked topic.,unverified_ai_generated,not_requested,index,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-061,Sick sinus syndrome,"Sick sinus syndrome is a clinically distinct cardiology entity: Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.",Cardiology,1,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.","Palpitations, presyncope, syncope, chest discomfort, or dyspnea may occur; some rhythms are incidental.","ECG rhythm morphology, QRS width, regularity, pre-excitation, QT interval, and stability determine the safe pathway.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Hypotension, ischemic discomfort, acute heart failure, altered mental status, or a pulseless rhythm requires immediate resuscitation.",Unstable perfusing tachyarrhythmia requires synchronized cardioversion; pulseless VF or VT requires defibrillation and CPR.,Risk ranges from benign ectopy to sudden death; structural heart disease and inherited syndromes change risk.,,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-062,First-degree AV block,"First-degree AV block is a clinically distinct cardiology entity: Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.",Cardiology,1,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.","Palpitations, presyncope, syncope, chest discomfort, or dyspnea may occur; some rhythms are incidental.","ECG rhythm morphology, QRS width, regularity, pre-excitation, QT interval, and stability determine the safe pathway.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Hypotension, ischemic discomfort, acute heart failure, altered mental status, or a pulseless rhythm requires immediate resuscitation.",Unstable perfusing tachyarrhythmia requires synchronized cardioversion; pulseless VF or VT requires defibrillation and CPR.,Risk ranges from benign ectopy to sudden death; structural heart disease and inherited syndromes change risk.,,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-063,Mobitz I block,"Mobitz I block is a clinically distinct cardiology entity: Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.",Cardiology,1,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.","Palpitations, presyncope, syncope, chest discomfort, or dyspnea may occur; some rhythms are incidental.","ECG rhythm morphology, QRS width, regularity, pre-excitation, QT interval, and stability determine the safe pathway.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Hypotension, ischemic discomfort, acute heart failure, altered mental status, or a pulseless rhythm requires immediate resuscitation.",Unstable perfusing tachyarrhythmia requires synchronized cardioversion; pulseless VF or VT requires defibrillation and CPR.,Risk ranges from benign ectopy to sudden death; structural heart disease and inherited syndromes change risk.,,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-064,Mobitz II block,"Mobitz II block is a clinically distinct cardiology entity: Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.",Cardiology,1,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.","Palpitations, presyncope, syncope, chest discomfort, or dyspnea may occur; some rhythms are incidental.","ECG rhythm morphology, QRS width, regularity, pre-excitation, QT interval, and stability determine the safe pathway.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Hypotension, ischemic discomfort, acute heart failure, altered mental status, or a pulseless rhythm requires immediate resuscitation.",Unstable perfusing tachyarrhythmia requires synchronized cardioversion; pulseless VF or VT requires defibrillation and CPR.,Risk ranges from benign ectopy to sudden death; structural heart disease and inherited syndromes change risk.,,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-065,Complete heart block,"Complete heart block is a clinically distinct cardiology entity: Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.",Cardiology,1,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.","Palpitations, presyncope, syncope, chest discomfort, or dyspnea may occur; some rhythms are incidental.","ECG rhythm morphology, QRS width, regularity, pre-excitation, QT interval, and stability determine the safe pathway.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Hypotension, ischemic discomfort, acute heart failure, altered mental status, or a pulseless rhythm requires immediate resuscitation.",Unstable perfusing tachyarrhythmia requires synchronized cardioversion; pulseless VF or VT requires defibrillation and CPR.,Risk ranges from benign ectopy to sudden death; structural heart disease and inherited syndromes change risk.,,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-066,Long-QT syndrome,"Long-QT syndrome is a clinically distinct cardiology entity: Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.",Cardiology,1,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.","Palpitations, presyncope, syncope, chest discomfort, or dyspnea may occur; some rhythms are incidental.","ECG rhythm morphology, QRS width, regularity, pre-excitation, QT interval, and stability determine the safe pathway.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Hypotension, ischemic discomfort, acute heart failure, altered mental status, or a pulseless rhythm requires immediate resuscitation.",Unstable perfusing tachyarrhythmia requires synchronized cardioversion; pulseless VF or VT requires defibrillation and CPR.,Risk ranges from benign ectopy to sudden death; structural heart disease and inherited syndromes change risk.,,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-067,Brugada syndrome,"Brugada syndrome is a clinically distinct cardiology entity: Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.",Cardiology,1,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Structural heart disease, ischemia, electrolyte disturbance, stimulants, medications, inherited channelopathy, and hypoxia can precipitate rhythm disease.","Abnormal impulse formation or conduction alters rate, rhythm, and cardiac output.","Palpitations, presyncope, syncope, chest discomfort, or dyspnea may occur; some rhythms are incidental.","ECG rhythm morphology, QRS width, regularity, pre-excitation, QT interval, and stability determine the safe pathway.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Hypotension, ischemic discomfort, acute heart failure, altered mental status, or a pulseless rhythm requires immediate resuscitation.",Unstable perfusing tachyarrhythmia requires synchronized cardioversion; pulseless VF or VT requires defibrillation and CPR.,Risk ranges from benign ectopy to sudden death; structural heart disease and inherited syndromes change risk.,,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-068,Aortic regurgitation,Aortic regurgitation is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-069,Mitral stenosis,Mitral stenosis is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-C-0014,Mitral regurgitation,Mitral regurgitation is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-071,Mitral valve prolapse,Mitral valve prolapse is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-072,Tricuspid regurgitation,Tricuspid regurgitation is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-073,Tricuspid stenosis,Tricuspid stenosis is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-074,Pulmonic stenosis,Pulmonic stenosis is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-075,Prosthetic valve complication,Prosthetic valve complication is a clinically distinct cardiology entity: Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.","Degeneration, congenital anatomy, rheumatic disease, ischemia, infection, connective-tissue disease, and prosthetic dysfunction are major causes.",Valve obstruction or regurgitation creates pressure or volume overload and characteristic flow findings.,"Exertional dyspnea, fatigue, chest pain, syncope, or edema may appear as lesions become severe.","Murmur timing, radiation, response to maneuvers, ventricular response, and echocardiography distinguish lesions.","Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Acute severe regurgitation, syncope, pulmonary edema, endocarditis, or shock needs urgent specialty evaluation.",Symptomatic or severe structural disease warrants cardiology and valve-team assessment for repair or replacement principles.,"Outcome relates to lesion severity, ventricular remodeling, pulmonary pressures, rhythm, and intervention timing.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-076,Prosthetic-valve endocarditis,"Prosthetic-valve endocarditis is a clinically distinct cardiology entity: Inflammatory or infectious valvular lesions can embolize, destroy tissue, or impair valve function.",Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Bacteremia risk, prosthetic material, injection drug use, congenital lesions, autoimmune disease, and malignancy alter pretest probability.","Bacteremia risk, prosthetic material, injection drug use, congenital lesions, autoimmune disease, and malignancy alter pretest probability.","Inflammatory or infectious valvular lesions can embolize, destroy tissue, or impair valve function.","Fever with a new murmur, embolic event, or systemic inflammatory findings should prompt targeted evaluation.",Repeated blood cultures and echocardiography are complementary; culture-negative disease requires exposure and serologic context.,"Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Heart failure, conduction disturbance, persistent bacteremia, embolic events, or prosthetic involvement demands urgent specialty involvement.",Suspected infective disease needs inpatient cultures before directed antimicrobial decisions when feasible and early multidisciplinary consultation.,"Outcome depends on organism, valve destruction, embolic burden, and timing of definitive intervention.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
DIS-CARD-077,Right-sided endocarditis,"Right-sided endocarditis is a clinically distinct cardiology entity: Inflammatory or infectious valvular lesions can embolize, destroy tissue, or impair valve function.",Cardiology,2,acute when symptoms evolve over minutes to days; chronic phenotypes require longitudinal assessment,"emergent when perfusion, oxygenation, or electrical stability is threatened","Bacteremia risk, prosthetic material, injection drug use, congenital lesions, autoimmune disease, and malignancy alter pretest probability.","Bacteremia risk, prosthetic material, injection drug use, congenital lesions, autoimmune disease, and malignancy alter pretest probability.","Inflammatory or infectious valvular lesions can embolize, destroy tissue, or impair valve function.","Fever with a new murmur, embolic event, or systemic inflammatory findings should prompt targeted evaluation.",Repeated blood cultures and echocardiography are complementary; culture-negative disease requires exposure and serologic context.,"Do not equate a reassuring single test, a murmur label, or a stable-looking rhythm with exclusion of a high-risk process; use the defining physiology and clinical context.","Heart failure, conduction disturbance, persistent bacteremia, embolic events, or prosthetic involvement demands urgent specialty involvement.",Suspected infective disease needs inpatient cultures before directed antimicrobial decisions when feasible and early multidisciplinary consultation.,"Outcome depends on organism, valve destruction, embolic burden, and timing of definitive intervention.",,,source_checked,needs_medical_review,false,Original educational summary; source checked against linked public authoritative guidance and awaiting qualified clinician review.,partially_source_supported,not_requested,core,Step 1; Step 2 CK; Step 3,Internal Medicine; Surgery; Pediatrics; Family Medicine; Neurology; Emergency Medicine,definition; presentation; diagnostic_test; differential_diagnosis; first_line_treatment; complication
