presentation_id,name,concise_definition,emergency_priority,initial_stabilization_summary,key_history_questions,key_exam_focus,initial_test_categories,source_review_status,medical_review_status,deprecated,notes,source_status,human_review_status,content_tier
PRS-REN-005,Anuria,Renal or genitourinary presentation centered on anuria.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-007,Dialysis complication,Renal or genitourinary presentation centered on dialysis complication.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-010,Electrolyte abnormality,Renal or genitourinary presentation centered on electrolyte abnormality.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-011,Elevated creatinine,Renal or genitourinary presentation centered on elevated creatinine.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-013,Fever with flank pain,Renal or genitourinary presentation centered on fever with flank pain.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-014,Flank pain,Renal or genitourinary presentation centered on flank pain.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-016,Hyperkalemia,Renal or genitourinary presentation centered on hyperkalemia.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-017,Hypernatremia,Renal or genitourinary presentation centered on hypernatremia.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-019,Hypokalemia,Renal or genitourinary presentation centered on hypokalemia.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-020,Hyponatremia,Renal or genitourinary presentation centered on hyponatremia.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-021,Metabolic acidosis,Renal or genitourinary presentation centered on metabolic acidosis.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-022,Metabolic alkalosis,Renal or genitourinary presentation centered on metabolic alkalosis.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-024,Pediatric abdominal mass,Renal or genitourinary presentation centered on pediatric abdominal mass.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-025,Polyuria,Renal or genitourinary presentation centered on polyuria.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-026,Prenatal renal abnormality,Renal or genitourinary presentation centered on prenatal renal abnormality.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-027,Proteinuria,Renal or genitourinary presentation centered on proteinuria.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-028,Recurrent UTI,Renal or genitourinary presentation centered on recurrent uti.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-029,Renal colic,Renal or genitourinary presentation centered on renal colic.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-030,Skin lesion,Renal or genitourinary presentation centered on skin lesion.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-031,Uremic symptoms,Renal or genitourinary presentation centered on uremic symptoms.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-REN-032,Urinary retention,Renal or genitourinary presentation centered on urinary retention.,1,"Assess circulation, ECG when electrolyte risk exists, urine output, volume state, sepsis, and obstruction.","Clarify baseline kidney function, medications, nephrotoxins, voiding, fluid loss, pregnancy, systemic disease, and timing.","Assess volume, blood pressure, edema, bladder distention, costovertebral tenderness, rash, and systemic findings.","Creatinine trend, urinalysis, microscopy, electrolytes, ECG, urine studies, bladder scan, and renal imaging selected by syndrome.",source_checked,needs_medical_review,false,Original renal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-001,Acute traumatic limb pain,Musculoskeletal presentation centered on acute traumatic limb pain.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-002,Suspected fracture,Musculoskeletal presentation centered on suspected fracture.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-003,Suspected dislocation,Musculoskeletal presentation centered on suspected dislocation.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-004,Open wound over fracture,Musculoskeletal presentation centered on open wound over fracture.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-005,Neurovascular compromise after injury,Musculoskeletal presentation centered on neurovascular compromise after injury.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-006,Extremity pain out of proportion,Musculoskeletal presentation centered on extremity pain out of proportion.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-007,Red hot swollen joint,Musculoskeletal presentation centered on red hot swollen joint.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-008,Acute monoarthritis,Musculoskeletal presentation centered on acute monoarthritis.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-009,Polyarthritis,Musculoskeletal presentation centered on polyarthritis.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-010,Morning stiffness,Musculoskeletal presentation centered on morning stiffness.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-012,Pediatric limp,Musculoskeletal presentation centered on pediatric limp.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-013,Pediatric hip pain,Musculoskeletal presentation centered on pediatric hip pain.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-014,Shoulder pain,Musculoskeletal presentation centered on shoulder pain.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-015,Knee injury,Musculoskeletal presentation centered on knee injury.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-016,Ankle injury,Musculoskeletal presentation centered on ankle injury.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-017,Wrist injury,Musculoskeletal presentation centered on wrist injury.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-018,Hand infection,Musculoskeletal presentation centered on hand infection.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-019,Muscle weakness,Musculoskeletal presentation centered on muscle weakness.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-020,Bone pain or pathologic fracture,Musculoskeletal presentation centered on bone pain or pathologic fracture.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-021,Soft-tissue mass,Musculoskeletal presentation centered on soft-tissue mass.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-022,Postoperative orthopedic pain,Musculoskeletal presentation centered on postoperative orthopedic pain.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-023,Sports injury,Musculoskeletal presentation centered on sports injury.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-MSK-024,Inability to bear weight,Musculoskeletal presentation centered on inability to bear weight.,1,"Assess airway when trauma warrants, hemorrhage, pain, deformity, skin, distal pulses, sensation, motor function, and weight bearing.","Clarify mechanism, timing, prior injury, fever, medication exposure, autoimmune symptoms, cancer history, training load, and pediatric growth context.","Inspect alignment and skin; document range of motion, focal tenderness, compartments, motor, sensation, pulses, capillary refill, gait, and systemic findings.","Use targeted radiographs, ultrasound, CT, MRI, laboratory tests, aspiration, cultures, vascular imaging, or specialist evaluation according to the suspected syndrome.",source_checked,needs_medical_review,false,Original musculoskeletal presentation record.,partially_source_supported,not_requested,index
PRS-NEUR-RECURRENTSEIZURE,Recurrent seizure,Neurologic presentation centered on recurrent seizure and requiring anatomic localization and time-course assessment.,1,"Assess airway, breathing, circulation, glucose, consciousness, seizures, and immediate focal or respiratory threats.","Clarify onset, last-known-well time, witnessed events, medications, toxins, infection, trauma, pregnancy, vascular risk, and baseline function.","Document mental status, cranial nerves, pupils, motor, sensation, reflexes, coordination, gait, meningismus, and respiratory effort.","Glucose, targeted laboratory testing, urgent neuroimaging, EEG, CSF, vascular imaging, and electrophysiology according to syndrome.",source_checked,needs_medical_review,false,Source support is topic-specific.,partially_source_supported,not_requested,expanded
PRS-NEUR-PROGRESSIVEHEADACHE,Progressive headache,Neurologic presentation centered on progressive headache and requiring anatomic localization and time-course assessment.,1,"Assess airway, breathing, circulation, glucose, consciousness, seizures, and immediate focal or respiratory threats.","Clarify onset, last-known-well time, witnessed events, medications, toxins, infection, trauma, pregnancy, vascular risk, and baseline function.","Document mental status, cranial nerves, pupils, motor, sensation, reflexes, coordination, gait, meningismus, and respiratory effort.","Glucose, targeted laboratory testing, urgent neuroimaging, EEG, CSF, vascular imaging, and electrophysiology according to syndrome.",source_checked,needs_medical_review,false,Source support is topic-specific.,partially_source_supported,not_requested,expanded
